exposure_rank,onet_soc_code,occupation_title,exposure_score,dispersion_sd,n_tasks,passtasks,share_gated,share_phys_gate,share_capability_gate_digital,mean_objverif_pass,mean_ctxindep_pass,exposure_no_analyst,weighting_mode,n_gated,n_analyst_imputed,n_suppressed,small_occ_flag,survey_n,survey_date
214,17-2111.02,Fire-Prevention and Protection Engineers,0.5215598491988691,0.32657931135724877,14,11,0.20301602262016966,0.20301602262016966,0.0,1.2618259224219488,1.1563386944181646,0.5215598491988691,IM-weighted,3,0,0,False,26.0,08/2025
215,51-5111.00,Prepress Technicians and Workers,0.52069913589945,0.47708555488952853,15,8,0.45420267085624505,0.45420267085624505,0.0,2.0,2.0,0.52069913589945,IM-weighted,7,0,0,False,97.0,07/2016
216,19-1031.00,Conservation Scientists,0.5177001637507542,0.3398270993559304,30,22,0.26493148323709387,0.26493148323709387,0.0,1.362645093211396,1.225466056982061,0.5177001637507542,IM-weighted,8,0,0,False,23.0,08/2022
217,13-1022.00,"Wholesale and Retail Buyers, Except Farm Products",0.5174937273487594,0.32874221468482123,20,16,0.20490660719264012,0.20490660719264012,0.0,1.091164095371669,0.9305750350631137,0.5174937273487594,IM-weighted,4,0,0,False,82.0,07/2015
218,17-2151.00,"Mining and Geological Engineers, Including Mining Safety Engineers",0.516884855697709,0.3824308045561663,18,12,0.3313002082713479,0.3313002082713479,0.0,1.7515016685205784,1.4338153503893212,0.516884855697709,IM-weighted,6,0,0,False,67.0,08/2018
219,33-3021.06,Intelligence Analysts,0.5168561770129071,0.26788036889206923,21,17,0.18500307314074982,0.18500307314074982,0.0,1.2914027149321268,0.7820512820512822,0.5168561770129071,IM-weighted,4,0,0,False,23.0,08/2024
220,17-3022.00,Civil Engineering Technologists and Technicians,0.5164255436785844,0.4158933488646635,14,9,0.3560633984518982,0.3560633984518982,0.0,1.6951917572982258,1.4894104178591874,0.5164255436785844,IM-weighted,5,0,0,False,100.0,07/2017
221,25-9031.00,Instructional Coordinators,0.5160250000000001,0.2675748948892627,30,25,0.17338666666666672,0.13846000000000003,0.034926666666666675,0.9580618104393832,0.9957255306793986,0.39275000000000004,IM-weighted,5,17,0,False,74.0,08/2018
222,11-3021.00,Computer and Information Systems Managers,0.5154143688725489,0.2764852533176298,17,14,0.18121936274509803,0.18121936274509803,0.0,1.1934518241347054,0.8424695977549111,0.5154143688725489,IM-weighted,3,0,0,False,76.0,07/2016
223,17-2161.00,Nuclear Engineers,0.5153762198253724,0.3865707536403867,20,13,0.34989727786337965,0.25885978428351314,0.09103749357986647,1.812561722299032,1.6097175587596289,0.5153762198253724,IM-weighted,7,0,0,False,21.0,08/2024
224,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,0.5148950255343294,0.33207411897288164,28,22,0.23056553811235106,0.23056553811235106,0.0,1.2965830875122912,0.8881514257620453,0.5148950255343294,IM-weighted,6,0,0,False,127.0,07/2015
225,19-3093.00,Historians,0.5145175205734008,0.30739417066644886,21,16,0.23174940270772507,0.23174940270772507,0.0,0.9842778161713891,1.3735314443676574,0.5145175205734008,IM-weighted,5,0,0,False,71.0,08/2025
226,15-1232.00,Computer User Support Specialists,0.514501891551072,0.36073841075804763,16,11,0.31633939830661145,0.31633939830661145,0.0,1.6635046113306984,1.265612648221344,0.514501891551072,IM-weighted,5,0,0,False,73.0,08/2023
227,13-1131.00,Fundraisers,0.5127132623244416,0.32589699062849004,28,22,0.2307474785559431,0.2307474785559431,0.0,1.1720377404729814,1.060286729567455,0.5127132623244416,IM-weighted,6,0,0,False,21.0,08/2021
228,19-2043.00,Hydrologists,0.5099123303167421,0.3479431412331923,25,18,0.27794117647058825,0.27794117647058825,0.0,1.484881717060943,1.3236722544258186,0.5099123303167421,IM-weighted,7,0,0,False,23.0,08/2018
229,13-1041.01,Environmental Compliance Inspectors,0.5079673532841041,0.3787106448586007,26,18,0.3162650602409639,0.3162650602409639,0.0,1.4901236322296432,1.412817962199801,0.5079673532841041,IM-weighted,8,0,0,False,20.0,08/2021
230,13-1021.00,"Buyers and Purchasing Agents, Farm Products",0.5069491525423728,0.3937915257799715,12,8,0.3184180790960452,0.3184180790960452,0.0,1.7470159151193634,0.9907161803713528,0.5069491525423728,IM-weighted,4,0,0,False,71.0,07/2013
231,27-3043.00,Writers and Authors,0.5049732872407291,0.1921621188672073,20,19,0.049999999999999996,0.0,0.049999999999999996,0.423500611995104,0.8289060174005094,0.4811832181018228,IM-weighted,1,12,0,False,44.0,08/2022
232,41-9031.00,Sales Engineers,0.501372764355193,0.31363171520750494,25,20,0.19736429243802947,0.19736429243802947,0.0,1.1022934584310657,0.9103466249674224,0.501372764355193,IM-weighted,5,0,0,False,49.0,08/2022
233,13-2099.04,"Fraud Examiners, Investigators and Analysts",0.499328928350196,0.36160991716811297,23,16,0.29743960355151755,0.2587239314474498,0.03871567210406771,1.3379867744305658,1.212637766348273,0.499328928350196,IM-weighted,7,0,0,False,25.0,08/2023
234,15-1221.00,Computer and Information Research Scientists,0.49759753988083794,0.2583071001639347,15,13,0.13434556986354027,0.13434556986354027,0.0,1.039076376554174,0.6250000000000001,0.49759753988083794,IM-weighted,2,0,0,False,49.0,08/2019
235,11-9041.00,Architectural and Engineering Managers,0.49756212645486003,0.2486772059872214,19,16,0.16357345077068264,0.16357345077068264,0.0,0.9464084242196315,0.8663031214742386,0.49756212645486003,IM-weighted,3,0,0,False,60.0,08/2020
236,11-9131.00,Postmasters and Mail Superintendents,0.49573625349487427,0.4201804391611115,13,8,0.37726001863932906,0.37726001863932906,0.0,1.763543849146962,1.3528883567794072,0.49573625349487427,IM-weighted,5,0,0,False,86.0,07/2016
237,19-1012.00,Food Scientists and Technologists,0.49429573291189244,0.4082399425690453,13,8,0.39154484393520345,0.39154484393520345,0.0,1.6227272727272726,1.8762987012987011,0.49429573291189244,IM-weighted,5,0,0,False,22.0,08/2025
238,11-3051.04,Biomass Power Plant Managers,0.4919657478165938,0.42902229160325517,19,11,0.42071506550218335,0.42071506550218335,0.0,1.9151943462897527,1.697055359246172,0.4919657478165938,IM-weighted,8,0,0,False,62.0,08/2020
239,13-1075.00,Labor Relations Specialists,0.48994729650595353,0.28830616404449366,28,23,0.1897325785672458,0.1897325785672458,0.0,0.9759094194170079,0.7869188147434352,0.48994729650595353,IM-weighted,5,0,0,False,21.0,08/2023
240,29-1224.00,Radiologists,0.4885045966785291,0.3486288599626646,30,21,0.3025970174546687,0.2680986273512964,0.034498390103372314,1.495386204173374,1.1083133371806944,0.4429492882562277,IM-weighted,9,13,0,False,73.0,08/2023
241,29-9092.00,Genetic Counselors,0.48822236180904516,0.33198468520173063,19,14,0.29032663316582913,0.29032663316582913,0.0,1.4314037882811117,0.9984067976633032,0.48822236180904516,IM-weighted,5,0,0,False,23.0,07/2014
242,43-4121.00,"Library Assistants, Clerical",0.4866950182260025,0.4684320516558611,32,17,0.46626164439044154,0.46626164439044154,0.0,1.8873880710274697,1.76126878130217,0.4866950182260025,IM-weighted,15,0,0,False,88.0,08/2018
243,11-9021.00,Construction Managers,0.4832089552238806,0.3670732990516829,25,17,0.32669983416252074,0.32669983416252074,0.0,1.5825123152709364,1.1550184729064044,0.4832089552238806,IM-weighted,8,0,0,False,20.0,08/2025
244,17-2121.00,Marine Engineers and Naval Architects,0.48279172129612297,0.4131029853349124,30,18,0.3979209589810826,0.3979209589810826,0.0,1.764971224140613,1.5940270648623427,0.48279172129612297,IM-weighted,12,0,0,False,19.0,08/2025
245,11-2011.00,Advertising and Promotions Managers,0.48221924846296055,0.3191767381322977,30,23,0.233591297992175,0.233591297992175,0.0,1.0899309431781843,0.9042460689221861,0.4269798787566104,IM-weighted,7,9,0,False,74.0,08/2018
246,17-2131.00,Materials Engineers,0.48034611020047907,0.3430177558091423,21,15,0.30059261127222286,0.30059261127222286,0.0,1.5525509284297818,1.0694068866053723,0.48034611020047907,IM-weighted,6,0,0,False,21.0,08/2020
247,11-9179.02,Spa Managers,0.4794510558861276,0.36118823500470704,21,15,0.27814724069536806,0.27814724069536806,0.0,1.0779052852755777,1.0197187651527395,0.4794510558861276,IM-weighted,6,0,0,False,59.0,07/2012
248,17-1012.00,Landscape Architects,0.4790200504581065,0.322456579476432,19,14,0.26995086973841453,0.26995086973841453,0.0,1.1000363768643142,1.2264459803564933,0.4790200504581065,IM-weighted,5,0,0,False,20.0,08/2025
249,27-4032.00,Film and Video Editors,0.4765548415205315,0.31952742574293286,22,17,0.218603637947936,0.17699596993791528,0.0416076680100207,0.7635907443546139,0.9973515472539727,0.4765548415205315,IM-weighted,5,0,0,False,57.0,08/2020
250,13-1032.00,"Insurance Appraisers, Auto Damage",0.4762903225806452,0.3813472884687612,7,5,0.2838709677419355,0.2838709677419355,0.0,1.4207207207207206,1.2666666666666666,0.4762903225806452,IM-weighted,2,0,0,False,57.0,07/2016
251,19-2032.00,Materials Scientists,0.47610935023771794,0.3805697798008613,16,10,0.36814580031695726,0.36814580031695726,0.0,1.513418610484073,1.5146726862302482,0.47610935023771794,IM-weighted,6,0,0,False,21.0,08/2024
252,19-1011.00,Animal Scientists,0.4760785398230088,0.3322282864510815,9,6,0.3000553097345132,0.3000553097345132,0.0,1.4808376135914658,1.1339391544843935,0.4760785398230088,IM-weighted,3,0,0,False,23.0,08/2022
253,11-2033.00,Fundraising Managers,0.47519625856021375,0.274235851450615,16,13,0.18540170369133122,0.18540170369133122,0.0,0.926799261841296,0.750461349190076,0.47519625856021375,IM-weighted,3,0,0,False,56.0,08/2025
254,43-4081.00,"Hotel, Motel, and Resort Desk Clerks",0.4750759963972079,0.4122416864264762,20,12,0.385386174285071,0.385386174285071,0.0,1.835501007510533,1.1000183183733285,0.4750759963972079,IM-weighted,8,0,0,False,131.0,07/2017
255,11-9161.00,Emergency Management Directors,0.47280647344084814,0.31192599673603383,23,17,0.27213262659298526,0.27213262659298526,0.0,1.2522466687325693,1.0048032228075612,0.47280647344084814,IM-weighted,6,0,0,False,22.0,08/2023
256,19-3051.00,Urban and Regional Planners,0.4712299807815503,0.33712233092303795,25,18,0.2826547085201794,0.2826547085201794,0.0,1.0414797245163319,1.1022633098048182,0.409513132607303,IM-weighted,7,6,0,False,25.0,08/2021
257,27-1021.00,Commercial and Industrial Designers,0.47116186031005175,0.2643248851566799,17,14,0.1623603933988998,0.1623603933988998,0.0,0.6796019900497512,0.8993034825870646,0.47116186031005175,IM-weighted,3,0,0,False,55.0,08/2019
258,27-3043.05,"Poets, Lyricists and Creative Writers",0.46958561376075053,0.248271003747976,16,13,0.15746677091477718,0.15746677091477718,0.0,0.3645137342242019,1.0942835931700077,0.46958561376075053,IM-weighted,3,0,0,False,22.0,08/2024
259,27-3041.00,Editors,0.46930117990512094,0.3173878856804599,21,16,0.22697968616956574,0.18136479746989415,0.04561488869967157,0.8533438237608184,0.9318646734854446,0.46930117990512094,IM-weighted,5,0,0,False,62.0,07/2017
260,17-3023.00,Electrical and Electronic Engineering Technologists and Technicians,0.46885944461713813,0.4298426954219989,30,17,0.4508341104548752,0.4508341104548752,0.0,1.939496855345912,1.7712327044025156,0.468876282250544,IM-weighted,13,4,0,False,,
261,11-2032.00,Public Relations Managers,0.46875,0.2464593019141294,20,17,0.15,0.15,0.0,0.8235294117647058,0.6470588235294118,,unweighted,3,20,0,False,,
262,19-1042.00,"Medical Scientists, Except Epidemiologists",0.46840301873698825,0.3185981407553424,14,10,0.2885149201943096,0.2885149201943096,0.0,1.1333821019263597,1.1333821019263597,0.46840301873698825,IM-weighted,4,0,0,False,65.0,08/2021
263,17-2111.00,"Health and Safety Engineers, Except Mining Safety Engineers and Inspectors",0.4675964437974419,0.34412606456137596,27,18,0.32238050674153407,0.28781594321783566,0.03456456352369838,1.331344131855641,1.23614663256607,0.5050041593012373,IM-weighted,9,2,0,False,,
264,39-6012.00,Concierges,0.4666943162146565,0.32853369333990445,18,13,0.2722158107328332,0.2722158107328332,0.0,1.3666997026759171,0.757185332011893,0.4666943162146565,IM-weighted,5,0,0,False,22.0,08/2025
265,19-1013.00,Soil and Plant Scientists,0.46645736946463984,0.35588326626450445,27,18,0.3311302048909452,0.3311302048909452,0.0,1.4692028985507246,1.1674901185770752,0.46645736946463984,IM-weighted,9,0,0,False,21.0,08/2021
266,11-3051.06,Hydroelectric Production Managers,0.46574838980677685,0.3712084198436548,18,12,0.346681601792215,0.346681601792215,0.0,1.672524646378054,0.93591941705958,0.46574838980677685,IM-weighted,6,0,0,False,86.0,07/2016
267,41-3021.00,Insurance Sales Agents,0.46365756162558297,0.3520829046450398,19,13,0.3084610259826782,0.3084610259826782,0.0,1.3815028901734105,0.9069364161849711,0.46365756162558297,IM-weighted,6,0,0,False,67.0,08/2018
268,19-3032.00,Industrial-Organizational Psychologists,0.4628136200716846,0.28534342919470024,25,19,0.22498719918074755,0.22498719918074755,0.0,0.8393234672304437,0.9264006342494712,0.4628136200716846,IM-weighted,6,0,0,False,26.0,08/2023
269,27-2012.03,Media Programming Directors,0.46011667448405247,0.3320094985016542,23,17,0.2662992495309568,0.2662992495309568,0.0,1.069362314208087,0.8817324596451975,0.46011667448405247,IM-weighted,6,0,0,False,59.0,08/2023
270,11-9051.00,Food Service Managers,0.45911055018396507,0.3931794571109573,28,18,0.3693847865149311,0.3693847865149311,0.0,1.4887381275440978,1.2723202170963366,0.45911055018396507,IM-weighted,10,0,0,False,108.0,08/2025
271,17-2171.00,Petroleum Engineers,0.45855102751654486,0.37892689730463575,23,14,0.38012306977824223,0.38012306977824223,0.0,1.642817006930137,1.269526128488481,0.45855102751654486,IM-weighted,9,0,0,False,58.0,08/2020
272,19-1029.02,Molecular and Cellular Biologists,0.4543124246079614,0.3182493826863598,22,16,0.2755126658624849,0.2755126658624849,0.0,1.2074592074592074,0.8842823842823844,0.4543124246079614,IM-weighted,6,0,0,False,26.0,08/2021
273,11-2021.00,Marketing Managers,0.45411138649948973,0.2820746817727583,20,16,0.20250765417699373,0.20250765417699373,0.0,0.8124314442413162,0.7398537477148079,0.45411138649948973,IM-weighted,4,0,0,False,117.0,07/2015
274,13-1041.03,Equal Opportunity Representatives and Officers,0.4540798848999726,0.2724021257594473,18,14,0.21129076459303917,0.21129076459303917,0.0,0.8439888811674774,0.7618137595552467,0.4540798848999726,IM-weighted,4,0,0,False,109.0,07/2015
275,37-1011.00,First-Line Supervisors of Housekeeping and Janitorial Workers,0.4538672492330575,0.391364275735078,26,17,0.3481453936971275,0.3481453936971275,0.0,1.374215630347975,0.9532230462065031,0.4538672492330575,IM-weighted,9,0,0,False,68.0,08/2020
276,19-4042.00,"Environmental Science and Protection Technicians, Including Health",0.4519901635594189,0.4267021234764962,25,14,0.45442067940066333,0.45442067940066333,0.0,1.7819706498951784,1.638993710691824,0.4519901635594189,IM-weighted,11,0,0,False,22.0,08/2023
277,19-2011.00,Astronomers,0.4516771961492178,0.30622645032442847,17,13,0.20291817087845965,0.20291817087845965,0.0,0.9277222117380639,0.7625967163615778,0.4516771961492178,IM-weighted,4,0,0,False,23.0,08/2024
278,11-1021.00,General and Operations Managers,0.450640617539392,0.2601077919390496,17,14,0.18367022123189558,0.18367022123189558,0.0,1.0241762526808345,0.5069214271787873,0.450640617539392,IM-weighted,3,0,0,False,82.0,08/2023
279,13-1199.07,Security Management Specialists,0.44903812724533543,0.35362439184250855,23,15,0.35357515355197583,0.35357515355197583,0.0,1.3135532448906417,1.3124775905342418,0.44903812724533543,IM-weighted,8,0,0,False,20.0,08/2025
280,27-1025.00,Interior Designers,0.44807981927710844,0.33258650421433145,16,12,0.2634036144578313,0.19623493975903614,0.06716867469879517,0.8912287875690045,1.056225720711511,0.44807981927710844,IM-weighted,4,0,0,False,25.0,08/2024
281,51-6092.00,Fabric and Apparel Patternmakers,0.446446755891766,0.44548233986468483,16,8,0.49156240907768395,0.49156240907768395,0.0,2.0,1.8832618025751073,0.446446755891766,IM-weighted,8,0,0,False,60.0,07/2016
282,11-3012.00,Administrative Services Managers,0.44363695090439276,0.32950986353719125,18,13,0.27808177534579726,0.27808177534579726,0.0,1.0810611643330876,0.8407200757974522,0.45130813953488363,IM-weighted,5,10,0,False,134.0,07/2017
283,13-2052.00,Personal Financial Advisors,0.4422491929476038,0.26077131747681487,21,16,0.2202632232431091,0.2202632232431091,0.0,0.9654458598726114,0.5719745222929937,0.4422491929476038,IM-weighted,5,0,0,False,26.0,08/2024
284,15-1255.01,Video Game Designers,0.44131734942309725,0.19615317920904835,24,21,0.11908542394410924,0.11908542394410924,0.0,0.41047825042057196,0.6502042778178323,0.44131734942309725,IM-weighted,3,0,0,False,20.0,08/2022
285,43-3041.00,Gambling Cage Workers,0.44072769953051644,0.472277800105432,17,8,0.5302626570232204,0.4674533688618196,0.06280928816140084,2.0,1.8676391139924364,0.44072769953051644,IM-weighted,9,0,0,False,63.0,08/2023
286,11-9111.00,Medical and Health Services Managers,0.438443000838223,0.2893061962606313,18,14,0.22003352891869238,0.1635931824531992,0.05644034646549315,1.0068063765000896,0.6385455848110336,0.438443000838223,IM-weighted,4,0,0,False,28.0,08/2022
287,29-2051.00,Dietetic Technicians,0.43383957802837403,0.36154858375016985,13,8,0.393233903237541,0.393233903237541,0.0,1.360011990407674,1.360011990407674,0.43383957802837403,IM-weighted,5,0,0,False,50.0,08/2021
288,35-1012.00,First-Line Supervisors of Food Preparation and Serving Workers,0.43248945147679324,0.4165652051963192,26,15,0.42270809359416944,0.3455120828538549,0.07719601074031453,1.4227574750830563,1.1584717607973418,0.43248945147679324,IM-weighted,11,0,0,False,76.0,08/2025
289,27-3031.00,Public Relations Specialists,0.43212686028030634,0.23455708648289256,18,15,0.1813321774310071,0.1813321774310071,0.0,0.6879632897987998,0.6561948464525239,0.43212686028030634,IM-weighted,3,0,0,False,22.0,08/2022
290,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,0.4304123711340207,0.33942067605344306,8,5,0.3613673358654368,0.3613673358654368,0.0,1.1941376380628717,1.1975361087510619,0.4304123711340207,IM-weighted,3,0,0,False,91.0,08/2019
291,17-1022.00,Surveyors,0.4298849979278906,0.4104323214159408,24,13,0.4606299212598425,0.4606299212598425,0.0,1.7285824049174028,1.5610833653476759,0.4298849979278906,IM-weighted,11,0,0,False,20.0,08/2023
292,31-9099.01,Speech-Language Pathology Assistants,0.42951807228915667,0.37905635694905704,11,7,0.3710843373493976,0.3710843373493976,0.0,1.3096482061999304,1.0208986415882968,0.42951807228915667,IM-weighted,4,0,0,False,53.0,08/2022
293,11-3121.00,Human Resources Managers,0.42855497542997545,0.3066977189924894,26,20,0.261977886977887,0.261977886977887,0.0,0.9980579830767099,0.7152170897489251,0.42855497542997545,IM-weighted,6,0,0,False,22.0,08/2025
294,11-9199.08,Loss Prevention Managers,0.42719298245614035,0.34546464993717113,27,18,0.33684210526315794,0.33684210526315794,0.0,1.2840975896531452,0.9441504997060555,0.42719298245614035,IM-weighted,9,0,0,False,22.0,08/2019
295,11-3051.02,Geothermal Production Managers,0.4241502152293305,0.37984356716629714,17,10,0.41620899510167725,0.41620899510167725,0.0,1.804729214340198,1.0116959064327486,0.4241502152293305,IM-weighted,7,0,0,False,52.0,07/2011
296,11-9071.00,Gambling Managers,0.4238155616031667,0.36760320594571444,19,12,0.37320633349826815,0.37320633349826815,0.0,1.2526149595421352,1.0793368857312018,0.4238155616031667,IM-weighted,7,0,0,False,76.0,08/2023
297,11-3013.01,Security Managers,0.42024993281375983,0.2877284645740103,28,20,0.2769864731702948,0.24160171996775068,0.035384753202544125,0.9847602527567837,0.7785900136290425,0.42024993281375983,IM-weighted,8,0,0,False,20.0,08/2025
298,25-9021.00,Farm and Home Management Educators,0.41868374558303895,0.38281300131536367,15,9,0.395583038869258,0.395583038869258,0.0,1.2160187079801228,1.2282958199356915,0.41868374558303895,IM-weighted,6,0,0,False,27.0,08/2022
299,17-3028.00,Calibration Technologists and Technicians,0.41666666666666663,0.4464365078659625,15,7,0.5333333333333333,0.5333333333333333,0.0,2.0,2.0,,unweighted,8,15,0,False,,
300,41-9022.00,Real Estate Sales Agents,0.41200470772852105,0.34160339853741734,33,22,0.3312671635935661,0.3312671635935661,0.0,1.1670773201924205,0.7934999413352106,0.41200470772852105,IM-weighted,11,0,0,False,21.0,08/2019
301,41-9021.00,Real Estate Brokers,0.41175479328939485,0.39051261183154246,17,10,0.43424206111443975,0.43424206111443975,0.0,1.3020916070955786,1.4101138469684935,0.41175479328939485,IM-weighted,7,0,0,False,63.0,07/2015
302,25-4022.00,Librarians and Media Collections Specialists,0.41024859287054405,0.421278626152861,30,16,0.4624140087554722,0.4624140087554722,0.0,1.492833876221498,1.3068403908794788,0.4395520637898686,IM-weighted,14,2,0,False,183.0,08/2022
303,11-9179.01,Fitness and Wellness Coordinators,0.40979255145377314,0.38322578681745817,24,14,0.41075901121637803,0.41075901121637803,0.0,1.1182775827019036,1.1478469783773795,0.40979255145377314,IM-weighted,10,0,0,False,26.0,08/2022
304,29-1051.00,Pharmacists,0.4096381822672264,0.38168127920787237,20,11,0.4435663126697949,0.4435663126697949,0.0,1.6790945406125168,1.1136262760763427,0.4096381822672264,IM-weighted,9,0,0,False,63.0,08/2022
305,27-2041.00,Music Directors and Composers,0.40961008062071896,0.27523188703990475,30,23,0.24685094259562346,0.24685094259562346,0.0,0.5425483110256184,0.9328675943885971,0.4254750863793418,IM-weighted,7,2,0,False,141.0,08/2022
306,11-9141.00,"Property, Real Estate, and Community Association Managers",0.40934731934731944,0.39388764401269016,27,15,0.4433566433566434,0.4433566433566434,0.0,1.5504187604690118,1.2494137353433836,0.40934731934731944,IM-weighted,12,0,0,False,20.0,08/2020
307,11-9151.00,Social and Community Service Managers,0.4031125299281723,0.3074547457707417,16,11,0.318754988028731,0.318754988028731,0.0,0.9194001874414245,0.7157919400187441,0.4031125299281723,IM-weighted,5,0,0,False,72.0,08/2018
308,11-9031.00,"Education and Childcare Administrators, Preschool and Daycare",0.40128032345013476,0.3103034490516284,17,12,0.3113207547169811,0.3113207547169811,0.0,0.8493150684931505,0.8184387910415306,0.40128032345013476,IM-weighted,5,0,0,False,91.0,08/2018
309,27-4011.00,Audio and Video Technicians,0.3996810371437391,0.4260964517012515,29,15,0.49933120691429156,0.49933120691429156,0.0,1.4140978216194,1.516235100698726,0.3996810371437391,IM-weighted,14,0,0,False,70.0,08/2018
310,51-5112.00,Printing Press Operators,0.398910198328803,0.4711328700098902,23,10,0.5748515050840634,0.5748515050840634,0.0,2.0,1.7999052806062041,0.398910198328803,IM-weighted,13,0,0,False,63.0,08/2020
311,51-1011.00,First-Line Supervisors of Production and Operating Workers,0.3972029077117573,0.3899501960700363,20,12,0.41125158027812897,0.41125158027812897,0.0,1.3530169637105434,1.0339274210865363,0.3972029077117573,IM-weighted,8,0,0,False,98.0,08/2020
312,51-9151.00,Photographic Process Workers and Processing Machine Operators,0.3968831048536494,0.45532186300767835,27,12,0.5627084105224157,0.5627084105224157,0.0,1.8385935183223892,2.0,0.3968831048536494,IM-weighted,15,0,0,False,67.0,07/2017
313,27-3023.00,"News Analysts, Reporters, and Journalists",0.39647370566653073,0.31669280457895044,30,20,0.33208316347329797,0.33208316347329797,0.0,0.6958007812500001,1.0029296875000002,0.39647370566653073,IM-weighted,10,0,0,False,,
314,19-1029.04,Biologists,0.3964598225289622,0.3414728865383548,22,13,0.40436282967710135,0.40436282967710135,0.0,1.2195323815435546,1.253465756259052,0.3964598225289622,IM-weighted,9,0,0,False,55.0,08/2025
315,23-1022.00,"Arbitrators, Mediators, and Conciliators",0.3950985477178423,0.3480453020812024,20,12,0.3838174273858921,0.3838174273858921,0.0,1.2011784511784513,0.928872053872054,0.3950985477178423,IM-weighted,8,0,0,False,20.0,08/2024
316,25-4012.00,Curators,0.39407127232956624,0.3079545412513174,15,10,0.34050309879693763,0.34050309879693763,0.0,0.9892205638474295,0.9112769485903814,0.39407127232956624,IM-weighted,5,0,0,False,101.0,08/2018
317,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",0.39375993178960983,0.4291177902154516,29,14,0.5234276135906296,0.5234276135906296,0.0,1.6449074114379738,1.6723400921097304,0.38778426182168213,IM-weighted,15,6,0,False,,
318,19-1021.00,Biochemists and Biophysicists,0.3933279308481902,0.38234971161193865,24,13,0.45380875202593185,0.45380875202593185,0.0,1.3323442136498513,1.5054401582591495,0.3933279308481902,IM-weighted,11,0,0,False,20.0,08/2020
319,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",0.39328787195671766,0.3094249594695315,23,16,0.29486023444544635,0.29486023444544635,0.0,0.8858695652173914,0.7066815856777493,0.39328787195671766,IM-weighted,7,0,0,False,87.0,08/2019
320,25-1082.00,"Library Science Teachers, Postsecondary",0.39222829386763813,0.3382592740298729,25,15,0.39870471564460636,0.3513458814005262,0.04735883424408015,1.1711544934365534,0.9766072029619658,0.39222829386763813,IM-weighted,10,0,0,False,57.0,08/2019
321,29-1222.00,"Physicians, Pathologists",0.3908075491077159,0.3688877827203733,19,10,0.4510206701758889,0.4046732571575297,0.046347413018359214,1.594714686623012,1.1003274087932646,0.3908075491077159,IM-weighted,9,0,0,False,81.0,08/2020
322,41-9091.00,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",0.3901981230448383,0.4646950207516628,12,5,0.5657977059436912,0.5657977059436912,0.0,1.7973102785782902,1.5946205571565804,0.3901981230448383,IM-weighted,7,0,0,False,24.0,08/2018
323,53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",0.3901637634296444,0.40559399306566896,24,13,0.4682382392823616,0.4682382392823616,0.0,1.3940761082777562,1.2387210670851314,0.3901637634296444,IM-weighted,11,0,0,False,59.0,08/2024
324,19-1031.02,Range Managers,0.3886901720320218,0.29478094590323833,16,11,0.32243229432805315,0.32243229432805315,0.0,0.9947209653092006,0.7946204122674709,0.3886901720320218,IM-weighted,5,0,0,False,58.0,08/2020
325,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,0.385229720028715,0.4083692170535044,18,9,0.5030868628858578,0.5030868628858578,0.0,1.4475585091014156,1.4319560820572088,0.385229720028715,IM-weighted,9,0,0,False,87.0,08/2020
326,17-2021.00,Agricultural Engineers,0.3828603915364841,0.3669081273892958,14,8,0.43504053786830144,0.43504053786830144,0.0,1.512075603780189,1.1494574728736435,0.3828603915364841,IM-weighted,6,0,0,False,20.0,08/2024
327,11-3013.00,Facilities Managers,0.38247566063977745,0.35829834330499766,11,6,0.4582753824756607,0.4582753824756607,0.0,1.4890885750962772,1.1591784338896023,0.38247566063977745,IM-weighted,5,0,0,False,96.0,08/2024
328,13-1121.00,"Meeting, Convention, and Event Planners",0.3821123541441117,0.33549000505748544,21,14,0.3546252856971009,0.3546252856971009,0.0,0.9498602050326187,0.8296365330848089,0.3821123541441117,IM-weighted,7,0,0,False,66.0,07/2016
329,39-1014.00,"First-Line Supervisors of Entertainment and Recreation Workers, Except Gambling Services",0.3815789473684211,0.3749422854940791,19,11,0.42105263157894735,0.42105263157894735,0.0,1.1818181818181819,1.0,,unweighted,8,19,0,False,,
330,11-9121.00,Natural Sciences Managers,0.38123764822134387,0.2620700802370817,16,12,0.2712450592885376,0.2712450592885376,0.0,0.743728813559322,0.6763841807909604,0.38123764822134387,IM-weighted,4,0,0,False,71.0,08/2021
331,19-3094.00,Political Scientists,0.37999006951340614,0.22142402693198338,14,11,0.23594836146971201,0.23594836146971201,0.0,0.1754613984923317,0.8032232908760073,0.37999006951340614,IM-weighted,3,0,0,False,26.0,08/2022
332,41-1011.00,First-Line Supervisors of Retail Sales Workers,0.3772735023303398,0.36889254179903397,21,12,0.43344321927929974,0.43344321927929974,0.0,1.2459871589085072,0.9135232744783307,0.3772735023303398,IM-weighted,9,0,0,False,78.0,08/2018
